loc,total,deaths,discharged,date,active,perdeath,perdis,peractive
Haryana,41635,483,34781,2020-08-10,6371,1.16,83.54,15.3
Himachal Pradesh,3371,15,2181,2020-08-10,1175,0.44,64.68,34.85
Jammu and Kashmir,24897,472,17003,2020-08-10,7422,1.9,68.29,29.81
Jharkhand,18138,177,8838,2020-08-10,9123,0.98,48.72,50.29
Karnataka,178087,3198,93908,2020-08-10,80981,1.8,52.73,45.47
Kerala,34331,108,21832,2020-08-10,12391,0.31,63.59,36.09
Ladakh,1688,9,1222,2020-08-10,457,0.53,72.35,27.06
Lakshadweep,0,0,0,2020-08-10,0,0.0,0.0,0.0
Madhya Pradesh,39025,996,29020,2020-08-10,9009,2.55,74.36,23.08
Maharashtra,515332,17757,351710,2020-08-10,145865,3.45,68.25,28.3
Manipur,3753,11,2044,2020-08-10,1698,0.29,54.45,45.23
Meghalaya,1062,6,490,2020-08-10,566,0.56,46.1,53.25
Mizoram,620,0,298,2020-08-10,322,0.0,47.99,51.85
Nagaland,2781,8,904,2020-08-10,1869,0.29,32.49,67.18
Odisha,45927,272,31785,2020-08-10,13870,0.59,69.21,30.2
Puducherry,5382,87,3201,2020-08-10,2094,1.62,59.46,38.9
Punjab,23903,586,15319,2020-08-10,7998,2.45,64.09,33.46
Rajasthan,52497,789,38235,2020-08-10,13473,1.5,72.83,25.66
Sikkim,866,1,494,2020-08-10,371,0.12,56.98,42.79
Tamil Nadu,296901,4927,238638,2020-08-10,53336,1.66,80.38,17.96
Telengana,80751,637,57586,2020-08-10,22528,0.79,71.31,27.9
Tripura,6208,42,4443,2020-08-10,1723,0.68,71.56,27.75
Uttarakhand,9632,125,6134,2020-08-10,3373,1.3,63.68,35.02
Uttar Pradesh,122609,2069,72650,2020-08-10,47890,1.69,59.25,39.06
West Bengal,95554,2059,67120,2020-08-10,26375,2.15,70.24,27.6
Andaman and Nicobar Islands,1625,20,709,2020-08-11,896,1.23,43.6,55.1
Andhra Pradesh,235525,2116,145636,2020-08-11,87773,0.9,61.83,37.27
Arunachal Pradesh,2231,3,1592,2020-08-11,636,0.13,71.33,28.49
Assam,61737,151,43586,2020-08-11,18000,0.24,70.6,29.16
Bihar,82550,397,54088,2020-08-11,28065,0.48,65.52,34.0
Chandigarh,1595,25,1004,2020-08-11,566,1.57,62.91,35.46
Chhattisgarh,12448,99,9013,2020-08-11,3336,0.8,72.4,26.8
Dadar Nagar Haveli,1613,2,1167,2020-08-11,444,0.12,72.3,27.51
Delhi,146134,4131,131657,2020-08-11,10346,2.83,90.09,7.08
Goa,9029,80,6208,2020-08-11,2741,0.89,68.75,30.35
Gujarat,72031,2672,55304,2020-08-11,14055,3.71,76.78,19.51
Haryana,42429,489,35492,2020-08-11,6448,1.15,83.65,15.2
Himachal Pradesh,3463,17,2205,2020-08-11,1241,0.49,63.65,35.83
Jammu and Kashmir,25367,478,17375,2020-08-11,7514,1.88,68.49,29.62
Jharkhand,18723,188,9724,2020-08-11,8811,1.0,51.93,47.06
Karnataka,182354,3312,99126,2020-08-11,79916,1.82,54.36,43.82
Kerala,35515,115,22616,2020-08-11,12784,0.32,63.68,36.0
Ladakh,1717,9,1237,2020-08-11,471,0.52,72.0,27.42
Lakshadweep,0,0,0,2020-08-11,0,0.0,0.0,0.0
Madhya Pradesh,39891,1015,29674,2020-08-11,9202,2.54,74.39,23.07
Maharashtra,524513,18050,358421,2020-08-11,148042,3.44,68.33,28.22
Manipur,3853,11,2122,2020-08-11,1720,0.29,55.06,44.63
Meghalaya,1114,6,498,2020-08-11,610,0.54,44.66,54.71
Mizoram,623,0,323,2020-08-11,300,0.0,51.76,48.08
Nagaland,3011,8,973,2020-08-11,2030,0.27,32.3,67.4
Odisha,47455,286,33021,2020-08-11,14148,0.6,69.58,29.81
Puducherry,5624,89,3355,2020-08-11,2180,1.58,59.64,38.76
Punjab,24889,604,15735,2020-08-11,8550,2.43,63.22,34.35
Rajasthan,53670,800,39060,2020-08-11,13810,1.49,72.78,25.73
Sikkim,910,1,510,2020-08-11,399,0.11,55.98,43.8
Tamil Nadu,302815,5041,244675,2020-08-11,53099,1.66,80.8,17.54
Telengana,82647,645,59374,2020-08-11,22628,0.78,71.84,27.38
Tripura,6372,43,4656,2020-08-11,1673,0.67,73.06,26.25
Uttarakhand,10021,134,6301,2020-08-11,3586,1.34,62.87,35.78
Uttar Pradesh,126722,2120,76724,2020-08-11,47878,1.67,60.54,37.78
West Bengal,98459,2100,70328,2020-08-11,26031,2.13,71.43,26.44
Andaman and Nicobar Islands,1764,21,749,2020-08-12,994,1.19,42.44,56.32
Andhra Pradesh,244549,2203,154749,2020-08-12,87597,0.9,63.28,35.82
Arunachal Pradesh,2327,3,1634,2020-08-12,690,0.13,70.19,29.64
Assam,64406,155,45073,2020-08-12,19178,0.24,69.98,29.78
Bihar,86413,413,56709,2020-08-12,29291,0.48,65.62,33.9
Chandigarh,1670,26,1015,2020-08-12,629,1.56,60.74,37.64
Chhattisgarh,12929,104,9239,2020-08-12,3586,0.8,71.45,27.73
Dadar Nagar Haveli,1653,2,1209,2020-08-12,442,0.12,73.1,26.72
Delhi,147391,4139,132384,2020-08-12,10868,2.81,89.82,7.37
Goa,9444,86,6480,2020-08-12,2878,0.91,68.61,30.47
Gujarat,73163,2695,56444,2020-08-12,14024,3.68,77.15,19.17
Haryana,43227,500,36082,2020-08-12,6645,1.16,83.47,15.37
Himachal Pradesh,3497,18,2273,2020-08-12,1206,0.51,64.98,34.48
Jammu and Kashmir,25931,490,17979,2020-08-12,7462,1.89,69.33,28.78
Jharkhand,19225,192,10375,2020-08-12,8658,1.0,53.96,45.03
Karnataka,188611,3398,105599,2020-08-12,79614,1.8,55.99,42.21
Kerala,36932,120,24042,2020-08-12,12770,0.32,65.1,34.58
Ladakh,1770,9,1255,2020-08-12,506,0.51,70.86,28.57
Lakshadweep,0,0,0,2020-08-12,0,0.0,0.0,0.0
Madhya Pradesh,40734,1033,30596,2020-08-12,9105,2.54,75.11,22.35
Maharashtra,535601,18306,368435,2020-08-12,148860,3.42,68.79,27.79
Manipur,3941,12,2128,2020-08-12,1801,0.3,53.98,45.69
Meghalaya,1136,6,509,2020-08-12,621,0.53,44.77,54.62
Mizoram,648,0,323,2020-08-12,325,0.0,49.77,50.08
Nagaland,3031,8,991,2020-08-12,2032,0.26,32.68,67.02
Odisha,48796,296,34806,2020-08-12,13694,0.61,71.33,28.06
Puducherry,5900,91,3532,2020-08-12,2277,1.54,59.85,38.59
Punjab,25889,636,16790,2020-08-12,8463,2.46,64.85,32.69
Rajasthan,54887,811,40399,2020-08-12,13677,1.48,73.6,24.92
Sikkim,913,1,534,2020-08-12,378,0.11,58.42,41.36
Tamil Nadu,308649,5159,250680,2020-08-12,52810,1.67,81.22,17.11
Telengana,84544,654,61294,2020-08-12,22596,0.77,72.5,26.73
Tripura,6482,43,4838,2020-08-12,1601,0.66,74.63,24.7
Uttarakhand,10432,136,6470,2020-08-12,3826,1.3,62.01,36.67
Uttar Pradesh,131763,2176,80589,2020-08-12,48998,1.65,61.16,37.19
West Bengal,101390,2149,73395,2020-08-12,25846,2.12,72.39,25.49
Andaman and Nicobar Islands,1900,21,829,2020-08-13,1050,1.1,43.61,55.23
Andhra Pradesh,254146,2296,161425,2020-08-13,90425,0.9,63.52,35.58
Arunachal Pradesh,2430,3,1659,2020-08-13,768,0.12,68.24,31.59
Assam,68999,161,47209,2020-08-13,21629,0.23,68.42,31.35
Bihar,90321,416,59786,2020-08-13,30119,0.46,66.19,33.35
Chandigarh,1751,26,1023,2020-08-13,702,1.48,58.39,40.07
Chhattisgarh,13498,109,9508,2020-08-13,3881,0.81,70.43,28.75
Dadar Nagar Haveli,1696,2,1248,2020-08-13,446,0.12,73.54,26.28
Delhi,148504,4153,133405,2020-08-13,10946,2.8,89.83,7.37
Goa,9924,89,6641,2020-08-13,3194,0.9,66.91,32.18
Gujarat,74318,2713,57421,2020-08-13,14184,3.65,77.26,19.09
Haryana,44024,503,36694,2020-08-13,6827,1.14,83.35,15.51
Himachal Pradesh,3636,18,2362,2020-08-13,1256,0.49,64.94,34.53
Jammu and Kashmir,26413,498,18523,2020-08-13,7392,1.89,70.13,27.99
Jharkhand,19743,197,10815,2020-08-13,8731,1.0,54.78,44.22
Karnataka,196494,3510,112633,2020-08-13,80351,1.79,57.32,40.89
Kerala,38144,126,24922,2020-08-13,13096,0.33,65.33,34.33
Ladakh,1811,9,1274,2020-08-13,528,0.5,70.31,29.14
Lakshadweep,0,0,0,2020-08-13,0,0.0,0.0,0.0
Madhya Pradesh,41604,1048,31239,2020-08-13,9317,2.52,75.08,22.39
Maharashtra,548313,18650,381843,2020-08-13,147820,3.4,69.64,26.96
Manipur,3982,12,2231,2020-08-13,1739,0.3,56.01,43.66
Meghalaya,1179,6,517,2020-08-13,656,0.51,43.81,55.59
Mizoram,649,0,330,2020-08-13,319,0.0,50.77,49.08
Nagaland,3118,8,1113,2020-08-13,1997,0.26,35.68,64.03
Odisha,50672,305,36479,2020-08-13,13888,0.6,71.99,27.41
Puducherry,6381,96,3676,2020-08-13,2609,1.5,57.6,40.88
Punjab,26909,675,17212,2020-08-13,9022,2.51,63.96,33.53
Rajasthan,56100,822,41648,2020-08-13,13630,1.47,74.24,24.3
Sikkim,930,1,550,2020-08-13,379,0.11,59.08,40.71
Tamil Nadu,314520,5278,256313,2020-08-13,52929,1.68,81.49,16.83
Telengana,86475,665,63074,2020-08-13,22736,0.77,72.94,26.29
Tripura,6603,44,4912,2020-08-13,1647,0.67,74.38,24.94
Uttarakhand,10886,140,6687,2020-08-13,4059,1.29,61.42,37.28
Uttar Pradesh,136238,2230,84661,2020-08-13,49347,1.64,62.14,36.22
West Bengal,104326,2203,76120,2020-08-13,26003,2.11,72.96,24.92
Andaman and Nicobar Islands,2037,22,924,2020-08-14,1091,1.08,45.34,53.53
Andhra Pradesh,264142,2378,170984,2020-08-14,90780,0.9,64.73,34.37
Arunachal Pradesh,2512,4,1718,2020-08-14,790,0.16,68.36,31.44
Assam,71795,169,49383,2020-08-14,22243,0.24,68.78,30.98
Bihar,94193,426,62284,2020-08-14,31483,0.45,66.12,33.42
Chandigarh,1842,27,1076,2020-08-14,739,1.47,58.38,40.1
Chhattisgarh,13937,114,9658,2020-08-14,4165,0.82,69.29,29.88
Dadar Nagar Haveli,1752,2,1292,2020-08-14,458,0.11,73.7,26.13
Delhi,149460,4167,134318,2020-08-14,10975,2.79,89.87,7.34
Goa,10494,91,6912,2020-08-14,3491,0.87,65.86,33.26
Gujarat,75408,2731,58467,2020-08-14,14210,3.62,77.53,18.84
Haryana,44817,511,37486,2020-08-14,6820,1.14,83.64,15.22
Himachal Pradesh,3816,19,2435,2020-08-14,1362,0.5,63.79,35.68
Jammu and Kashmir,26949,509,19302,2020-08-14,7138,1.89,71.62,26.49
Jharkhand,20881,209,12844,2020-08-14,7828,1.0,61.51,37.49
Karnataka,203200,3613,121242,2020-08-14,78345,1.78,59.67,38.56
Kerala,39708,129,25688,2020-08-14,13891,0.32,64.69,34.98
Ladakh,1849,9,1282,2020-08-14,558,0.49,69.3,30.16
Lakshadweep,0,0,0,2020-08-14,0,0.0,0.0,0.0
Madhya Pradesh,42618,1065,31835,2020-08-14,9718,2.5,74.7,22.8
Maharashtra,560126,19063,390958,2020-08-14,150105,3.4,69.8,26.8
Manipur,4112,13,2295,2020-08-14,1804,0.32,55.8,43.86
Meghalaya,1193,6,547,2020-08-14,640,0.5,45.81,53.6
Mizoram,649,0,343,2020-08-14,306,0.0,52.77,47.08
Nagaland,3168,8,1139,2020-08-14,2021,0.25,35.94,63.77
Odisha,52653,314,37901,2020-08-14,14438,0.6,71.98,27.42
Puducherry,6680,102,3828,2020-08-14,2750,1.53,57.3,41.16
Punjab,27936,706,17839,2020-08-14,9391,2.53,63.85,33.61
Rajasthan,57414,833,41819,2020-08-14,14762,1.45,72.84,25.71
Sikkim,931,1,581,2020-08-14,349,0.11,62.34,37.45
Tamil Nadu,320355,5397,261459,2020-08-14,53499,1.68,81.62,16.7
Telengana,88396,674,64284,2020-08-14,23438,0.76,72.72,26.51
Tripura,6767,46,5015,2020-08-14,1706,0.68,74.1,25.21
Uttarakhand,11302,143,7014,2020-08-14,4145,1.27,62.05,36.67
Uttar Pradesh,140775,2280,88786,2020-08-14,49709,1.62,63.07,35.31
West Bengal,107323,2259,78617,2020-08-14,26447,2.1,73.25,24.64
Andaman and Nicobar Islands,2186,24,1032,2020-08-15,1130,1.1,47.19,51.67
Andhra Pradesh,273085,2475,180703,2020-08-15,89907,0.91,66.17,32.92
Arunachal Pradesh,2607,5,1750,2020-08-15,852,0.19,67.1,32.67
Assam,74501,175,51693,2020-08-15,22633,0.23,69.38,30.38
Bihar,98008,442,64930,2020-08-15,32636,0.45,66.25,33.3
Chandigarh,1928,28,1091,2020-08-15,809,1.45,56.56,41.94
Chhattisgarh,14481,130,9857,2020-08-15,4494,0.9,68.06,31.03
Dadar Nagar Haveli,1797,2,1331,2020-08-15,464,0.11,74.03,25.81
Delhi,150652,4178,135108,2020-08-15,11366,2.77,89.68,7.54
Goa,10970,93,7157,2020-08-15,3720,0.85,65.24,33.91
Gujarat,76480,2746,59538,2020-08-15,14196,3.59,77.85,18.56
Haryana,45614,518,38348,2020-08-15,6748,1.14,84.07,14.79
Himachal Pradesh,3874,19,2551,2020-08-15,1304,0.49,65.83,33.65
Jammu and Kashmir,27489,520,19942,2020-08-15,7027,1.89,72.54,25.56
Jharkhand,21595,224,13515,2020-08-15,7856,1.04,62.58,36.38
Karnataka,211108,3717,128182,2020-08-15,79209,1.76,60.72,37.52
Kerala,41277,139,26992,2020-08-15,14146,0.34,65.39,34.27
Ladakh,1879,9,1303,2020-08-15,567,0.48,69.31,30.16
Lakshadweep,0,0,0,2020-08-15,0,0.0,0.0,0.0
Madhya Pradesh,43414,1081,32405,2020-08-15,9928,2.49,74.64,22.87
Maharashtra,572734,19427,401442,2020-08-15,151865,3.39,70.09,26.52
Manipur,4198,13,2360,2020-08-15,1825,0.31,56.2,43.46
Meghalaya,1228,6,581,2020-08-15,641,0.49,47.27,52.16
Mizoram,657,0,348,2020-08-15,309,0.0,52.89,46.96
Nagaland,3322,8,1198,2020-08-15,2116,0.24,36.05,63.68
Odisha,54630,324,39206,2020-08-15,15100,0.59,71.77,27.64
Puducherry,6995,106,4009,2020-08-15,2880,1.52,57.3,41.17
Punjab,29013,731,18328,2020-08-15,9954,2.52,63.17,34.31
Rajasthan,58692,846,43897,2020-08-15,13949,1.44,74.79,23.77
Sikkim,1080,1,623,2020-08-15,456,0.09,57.63,42.18
Tamil Nadu,326245,5514,267015,2020-08-15,53716,1.69,81.84,16.46
Telengana,90259,684,66196,2020-08-15,23379,0.76,73.34,25.9
Tripura,6934,50,5088,2020-08-15,1796,0.72,73.37,25.9
Uttarakhand,11615,147,7502,2020-08-15,3966,1.27,64.58,34.14
Uttar Pradesh,145287,2335,92526,2020-08-15,50426,1.61,63.68,34.71
West Bengal,110358,2319,81189,2020-08-15,26850,2.1,73.57,24.33
Andaman and Nicobar Islands,2306,24,1128,2020-08-16,1154,1.04,48.89,50.02
Andhra Pradesh,281817,2562,191117,2020-08-16,88138,0.91,67.82,31.27
Arunachal Pradesh,2658,5,1771,2020-08-16,882,0.19,66.6,33.17
Assam,75558,182,53286,2020-08-16,22090,0.24,70.52,29.24
Bihar,101551,450,68510,2020-08-16,32591,0.44,67.46,32.09
Chandigarh,2009,28,1118,2020-08-16,863,1.39,55.62,42.94
Chhattisgarh,14987,134,10046,2020-08-16,4807,0.89,67.03,32.07
Dadar Nagar Haveli,1843,2,1384,2020-08-16,457,0.11,75.05,24.78
Delhi,151928,4188,136251,2020-08-16,11489,2.76,89.68,7.56
Goa,11339,98,7488,2020-08-16,3753,0.86,66.03,33.1
Gujarat,77559,2765,60553,2020-08-16,14241,3.56,78.07,18.36
Haryana,46410,528,38939,2020-08-16,6943,1.14,83.9,14.96
Himachal Pradesh,3993,19,2632,2020-08-16,1342,0.48,65.9,33.6
Jammu and Kashmir,28021,527,20676,2020-08-16,6818,1.88,73.78,24.33
Jharkhand,22389,228,14024,2020-08-16,8137,1.02,62.64,36.34
Karnataka,219926,3831,134811,2020-08-16,81284,1.74,61.3,36.96
Kerala,42885,146,27795,2020-08-16,14944,0.34,64.81,34.85
Ladakh,1909,10,1307,2020-08-16,592,0.52,68.43,30.99
Lakshadweep,0,0,0,2020-08-16,0,0.0,0.0,0.0
Madhya Pradesh,44433,1094,33353,2020-08-16,9986,2.46,75.06,22.47
Maharashtra,584754,19749,408286,2020-08-16,156719,3.38,69.82,26.8
Manipur,4390,13,2438,2020-08-16,1939,0.3,55.52,44.16
Meghalaya,1292,6,596,2020-08-16,690,0.46,46.09,53.36
Mizoram,777,0,356,2020-08-16,421,0.0,45.76,54.11
Nagaland,3340,8,1321,2020-08-16,2011,0.24,39.54,60.19
Odisha,57126,333,40727,2020-08-16,16066,0.58,71.29,28.12
Puducherry,7354,106,4224,2020-08-16,3024,1.44,57.43,41.11
Punjab,30041,771,18863,2020-08-16,10407,2.57,62.79,34.64
Rajasthan,59979,862,45254,2020-08-16,13863,1.44,75.45,23.11
Sikkim,1148,1,661,2020-08-16,486,0.09,57.53,42.3
Tamil Nadu,332105,5641,272251,2020-08-16,54213,1.7,81.98,16.32
Telengana,91361,693,68126,2020-08-16,22542,0.76,74.57,24.67
Tripura,7061,55,5151,2020-08-16,1855,0.78,72.94,26.27
Uttarakhand,11940,151,7748,2020-08-16,4041,1.26,64.89,33.84
Uttar Pradesh,150061,2393,96231,2020-08-16,51437,1.59,64.13,34.28
West Bengal,113432,2377,83836,2020-08-16,27219,2.1,73.91,24.0
Andaman and Nicobar Islands,2399,28,1226,2020-08-17,1145,1.17,51.08,47.71
Andhra Pradesh,289829,2650,201234,2020-08-17,85945,0.91,69.43,29.65
Arunachal Pradesh,2701,5,1808,2020-08-17,888,0.19,66.91,32.86
Assam,76875,189,55215,2020-08-17,21471,0.25,71.82,27.93
Bihar,103844,461,72324,2020-08-17,31059,0.44,69.65,29.91
Chandigarh,2102,29,1137,2020-08-17,936,1.38,54.07,44.51
Chhattisgarh,15471,141,10235,2020-08-17,5095,0.91,66.15,32.93
Dadar Nagar Haveli,1878,2,1431,2020-08-17,445,0.11,76.16,23.68
Delhi,152580,4196,137561,2020-08-17,10823,2.75,90.16,7.09
Goa,11639,104,7775,2020-08-17,3760,0.89,66.8,32.3
Gujarat,78680,2785,61512,2020-08-17,14383,3.54,78.18,18.28
Haryana,47153,538,39601,2020-08-17,7014,1.14,83.98,14.87
Himachal Pradesh,4156,19,2720,2020-08-17,1417,0.46,65.43,34.09
Jammu and Kashmir,28470,542,20943,2020-08-17,6985,1.9,73.56,24.53
Jharkhand,23055,244,14699,2020-08-17,8112,1.06,63.75,35.18
Karnataka,226966,3947,141491,2020-08-17,81528,1.74,62.34,35.92
Kerala,44415,156,28894,2020-08-17,15365,0.35,65.05,34.59
Ladakh,1948,14,1356,2020-08-17,578,0.72,69.57,29.66
Lakshadweep,0,0,0,2020-08-17,0,0.0,0.0,0.0
Madhya Pradesh,45455,1105,34038,2020-08-17,10312,2.43,74.88,22.69
Maharashtra,595865,20037,417123,2020-08-17,158705,3.36,70.0,26.63
Manipur,4569,16,2632,2020-08-17,1921,0.35,57.59,42.04
Meghalaya,1374,6,675,2020-08-17,693,0.44,49.09,50.4
Mizoram,789,0,371,2020-08-17,418,0.0,46.96,52.91
Nagaland,3394,8,1422,2020-08-17,1964,0.24,41.89,57.85
Odisha,60050,343,42277,2020-08-17,17430,0.57,70.4,29.03
Puducherry,7732,110,4443,2020-08-17,3179,1.42,57.46,41.11
Punjab,31206,812,19431,2020-08-17,10963,2.6,62.26,35.13
Rajasthan,61296,876,46604,2020-08-17,13816,1.43,76.03,22.54
Sikkim,1167,1,673,2020-08-17,493,0.09,57.62,42.21
Tamil Nadu,338055,5766,278270,2020-08-17,54019,1.71,82.31,15.98
Telengana,92255,703,70132,2020-08-17,21420,0.76,76.02,23.22
Tripura,7204,59,5286,2020-08-17,1859,0.82,73.37,25.8
Uttarakhand,12175,152,8100,2020-08-17,3923,1.25,66.52,32.22
Uttar Pradesh,154418,2449,100432,2020-08-17,51537,1.59,65.04,33.37
West Bengal,116498,2428,86771,2020-08-17,27299,2.08,74.48,23.43
Andaman and Nicobar Islands,2445,29,1325,2020-08-18,1091,1.19,54.17,44.6
Andhra Pradesh,296609,2732,209100,2020-08-18,84777,0.92,70.5,28.58
Arunachal Pradesh,2741,5,1893,2020-08-18,843,0.18,69.04,30.74
Assam,79667,197,56734,2020-08-18,22736,0.25,71.21,28.54
Bihar,106307,468,76452,2020-08-18,29387,0.44,71.92,27.64
Chandigarh,2216,30,1183,2020-08-18,1003,1.35,53.36,45.24
Chhattisgarh,16025,150,10598,2020-08-18,5277,0.94,66.13,32.93
Dadar Nagar Haveli,1908,2,1459,2020-08-18,447,0.1,76.43,23.42
Delhi,153367,4214,138301,2020-08-18,10852,2.75,90.18,7.08
Goa,11994,111,8058,2020-08-18,3825,0.93,67.18,31.89
Gujarat,79710,2800,62595,2020-08-18,14315,3.51,78.53,17.96
Haryana,48040,550,40610,2020-08-18,6880,1.14,84.53,14.32
Himachal Pradesh,4174,19,2834,2020-08-18,1321,0.46,67.88,31.64
Jammu and Kashmir,28892,548,21296,2020-08-18,7048,1.9,73.71,24.39
Jharkhand,23752,250,15051,2020-08-18,8451,1.05,63.36,35.58
Karnataka,233283,4062,148562,2020-08-18,80659,1.74,63.68,34.58
Kerala,46140,169,30025,2020-08-18,15946,0.37,65.07,34.56
Ladakh,1966,14,1368,2020-08-18,584,0.71,69.55,29.69
Lakshadweep,0,0,0,2020-08-18,0,0.0,0.0,0.0
Madhya Pradesh,46385,1128,35025,2020-08-18,10232,2.43,75.51,22.06
Maharashtra,604358,20265,428514,2020-08-18,155579,3.35,70.9,25.74
Manipur,4687,17,2734,2020-08-18,1936,0.36,58.32,41.3
Meghalaya,1418,6,679,2020-08-18,733,0.42,47.85,51.66
Mizoram,789,0,372,2020-08-18,417,0.0,47.09,52.78
Nagaland,3455,8,1530,2020-08-18,1917,0.23,44.27,55.47
Odisha,62294,353,43780,2020-08-18,18161,0.57,70.28,29.15
Puducherry,8029,114,4627,2020-08-18,3288,1.42,57.62,40.95
Punjab,32696,863,20180,2020-08-18,11653,2.64,61.72,35.64
Rajasthan,62630,887,47654,2020-08-18,14089,1.42,76.09,22.5
Sikkim,1187,1,701,2020-08-18,485,0.08,59.01,40.82
Tamil Nadu,343945,5886,283937,2020-08-18,54122,1.71,82.55,15.74
Telengana,93937,711,72202,2020-08-18,21024,0.76,76.86,22.38
Tripura,7409,62,5404,2020-08-18,1943,0.84,72.93,26.22
Uttarakhand,12493,158,8485,2020-08-18,3850,1.26,67.91,30.81
Uttar Pradesh,158216,2515,104808,2020-08-18,50893,1.59,66.24,32.17
West Bengal,119578,2473,89703,2020-08-18,27402,2.07,75.02,22.92
Andaman and Nicobar Islands,2529,30,1421,2020-08-19,1078,1.19,56.17,42.61
Andhra Pradesh,306261,2820,218311,2020-08-19,85130,0.92,71.28,27.8
Arunachal Pradesh,2875,5,1949,2020-08-19,921,0.17,67.77,32.02
Assam,82201,203,58294,2020-08-19,23704,0.25,70.92,28.84
Bihar,109498,476,80330,2020-08-19,28692,0.43,73.36,26.2
Chandigarh,2305,30,1243,2020-08-19,1032,1.3,53.9,44.75
Chhattisgarh,16833,158,10847,2020-08-19,5828,0.94,64.44,34.62
Dadar Nagar Haveli,1951,2,1524,2020-08-19,425,0.1,78.07,21.77
Delhi,154741,4226,139447,2020-08-19,11068,2.73,90.12,7.15
Goa,12333,116,8356,2020-08-19,3861,0.94,67.75,31.3
Gujarat,80802,2820,63703,2020-08-19,14279,3.49,78.84,17.67
Haryana,48936,557,41298,2020-08-19,7081,1.14,84.39,14.47
Himachal Pradesh,4235,19,2923,2020-08-19,1293,0.45,69.0,30.52
Jammu and Kashmir,29326,561,21886,2020-08-19,6879,1.91,74.63,23.46
Jharkhand,24477,262,15507,2020-08-19,8708,1.07,63.35,35.57
Karnataka,240948,4201,156949,2020-08-19,79798,1.74,65.14,33.12
Kerala,47898,175,31390,2020-08-19,16333,0.37,65.53,34.1
Ladakh,2010,17,1395,2020-08-19,598,0.85,69.37,29.74
Lakshadweep,0,0,0,2020-08-19,0,0.0,0.0,0.0
Madhya Pradesh,47375,1141,35713,2020-08-19,10521,2.41,75.38,22.21
Maharashtra,615477,20687,437870,2020-08-19,156920,3.36,71.14,25.5
Manipur,4765,18,2789,2020-08-19,1958,0.38,58.52,41.08
Meghalaya,1457,6,685,2020-08-19,766,0.41,46.98,52.54
Mizoram,860,0,379,2020-08-19,481,0.0,44.02,55.87
Nagaland,3520,8,1664,2020-08-19,1848,0.23,47.26,52.49
Odisha,64533,362,45315,2020-08-19,18856,0.56,70.22,29.22
Puducherry,8396,123,4909,2020-08-19,3364,1.46,58.46,40.06
Punjab,34400,898,21762,2020-08-19,11740,2.61,63.26,34.13
Rajasthan,63977,898,48960,2020-08-19,14119,1.4,76.53,22.07
Sikkim,1207,2,755,2020-08-19,450,0.17,62.5,37.25
Tamil Nadu,349654,6007,289787,2020-08-19,53860,1.72,82.88,15.4
Telengana,95700,719,73991,2020-08-19,20990,0.75,77.31,21.93
Tripura,7645,65,5497,2020-08-19,2083,0.85,71.89,27.24
Uttarakhand,12961,164,8724,2020-08-19,4073,1.27,67.3,31.42
Uttar Pradesh,162434,2585,109607,2020-08-19,50242,1.59,67.48,30.93
West Bengal,122753,2528,92690,2020-08-19,27535,2.06,75.51,22.43
Andaman and Nicobar Islands,2604,30,1529,2020-08-20,1045,1.15,58.69,40.12
Andhra Pradesh,316003,2906,226372,2020-08-20,86725,0.92,71.64,27.44
Arunachal Pradesh,2950,5,2022,2020-08-20,923,0.17,68.52,31.28
Assam,84317,213,60348,2020-08-20,23756,0.25,71.57,28.17
Bihar,112437,487,84404,2020-08-20,27546,0.43,75.07,24.5
Chandigarh,2396,31,1351,2020-08-20,1014,1.29,56.36,42.3
Chhattisgarh,17485,161,11185,2020-08-20,6139,0.92,63.97,35.11
Dadar Nagar Haveli,1995,2,1604,2020-08-20,389,0.1,80.36,19.49
Delhi,156139,4235,140767,2020-08-20,11137,2.71,90.15,7.13
Goa,12675,124,8713,2020-08-20,3838,0.98,68.74,30.28
Gujarat,81942,2837,64823,2020-08-20,14282,3.46,79.11,17.43
Haryana,49930,567,42056,2020-08-20,7307,1.14,84.23,14.63
Himachal Pradesh,4411,19,2992,2020-08-20,1400,0.43,67.82,31.73
Jammu and Kashmir,30034,572,22497,2020-08-20,6965,1.9,74.9,23.19
Jharkhand,26090,277,16175,2020-08-20,9638,1.06,61.99,36.94
Karnataka,249590,4327,164150,2020-08-20,81113,1.73,65.77,32.5
Kerala,50231,182,32607,2020-08-20,17442,0.36,64.91,34.72
Ladakh,2048,18,1397,2020-08-20,633,0.88,68.18,30.89
Lakshadweep,0,0,0,2020-08-20,0,0.0,0.0,0.0
Madhya Pradesh,48351,1159,36475,2020-08-20,10717,2.4,75.44,22.16
Maharashtra,628642,21033,446881,2020-08-20,160728,3.35,71.09,25.57
Manipur,4876,18,2885,2020-08-20,1973,0.37,59.16,40.46
Meghalaya,1506,6,694,2020-08-20,806,0.4,46.05,53.48
Mizoram,873,0,384,2020-08-20,489,0.0,43.94,55.95
Nagaland,3558,8,1706,2020-08-20,1844,0.22,47.93,51.81
Odisha,67122,372,46936,2020-08-20,19814,0.55,69.93,29.52
Puducherry,8750,129,5312,2020-08-20,3309,1.47,60.7,37.81
Punjab,36084,921,22703,2020-08-20,12460,2.55,62.92,34.53
