loc,total,deaths,discharged,date,active,perdeath,perdis,peractive
Maharashtra,1740461,45809,1609607,2020-11-14,85045,2.63,92.48,4.89
Manipur,21425,213,18144,2020-11-14,3068,0.99,84.68,14.32
Meghalaya,10581,98,9455,2020-11-14,1028,0.93,89.35,9.71
Mizoram,3368,3,2792,2020-11-14,573,0.09,82.87,17.01
Nagaland,9638,52,8859,2020-11-14,727,0.54,91.91,7.54
Odisha,307004,1495,295245,2020-11-14,10264,0.49,96.17,3.34
Puducherry,36252,608,34571,2020-11-14,1073,1.68,95.36,2.96
Punjab,140605,4428,130406,2020-11-14,5771,3.15,92.75,4.1
Rajasthan,221471,2044,201770,2020-11-14,17657,0.92,91.1,7.97
Sikkim,4415,86,4036,2020-11-14,293,1.95,91.39,6.63
Tamil Nadu,754460,11454,725258,2020-11-14,17748,1.52,96.13,2.35
Telengana,256713,1401,238908,2020-11-14,16404,0.55,93.06,6.39
Tripura,31919,362,30414,2020-11-14,1143,1.13,95.28,3.58
Uttarakhand,67706,1097,62302,2020-11-14,4307,1.62,92.02,6.36
Uttar Pradesh,507602,7327,477180,2020-11-14,23095,1.44,94.01,4.55
West Bengal,424675,7557,385617,2020-11-14,31501,1.78,90.8,7.42
Andaman and Nicobar Islands,4527,61,4315,2020-11-15,151,1.35,95.3,3.33
Andhra Pradesh,852955,6854,826344,2020-11-15,19757,0.8,96.88,2.32
Arunachal Pradesh,15792,48,14421,2020-11-15,1323,0.3,91.31,8.38
Assam,210175,961,205250,2020-11-15,3964,0.46,97.66,1.89
Bihar,225595,1179,218689,2020-11-15,5727,0.52,96.94,2.54
Chandigarh***,15636,246,14381,2020-11-15,1009,1.57,91.97,6.45
Chhattisgarh,210004,2562,188167,2020-11-15,19275,1.22,89.6,9.18
Dadar Nagar Haveli,3285,2,3263,2020-11-15,20,0.06,99.3,0.61
Delhi,482170,7519,430195,2020-11-15,44456,1.56,89.22,9.22
Goa,45845,659,43533,2020-11-15,1653,1.44,94.95,3.61
Gujarat,187240,3797,170931,2020-11-15,12512,2.03,91.29,6.68
Haryana,197917,2011,176368,2020-11-15,19538,1.02,89.11,9.87
Himachal Pradesh,29330,431,22183,2020-11-15,6716,1.47,75.63,22.9
Jammu and Kashmir,102159,1580,94851,2020-11-15,5728,1.55,92.85,5.61
Jharkhand,105935,922,101897,2020-11-15,3116,0.87,96.19,2.94
Karnataka,860082,11508,820590,2020-11-15,27984,1.34,95.41,3.25
Kerala,520417,1848,441523,2020-11-15,77046,0.36,84.84,14.8
Ladakh,7356,89,6289,2020-11-15,978,1.21,85.48,13.29
Lakshadweep,0,0,0,2020-11-15,0,0.0,0.0,0.0
Madhya Pradesh,183057,3083,170969,2020-11-15,9005,1.68,93.4,4.92
Maharashtra,1744698,45914,1612314,2020-11-15,86470,2.63,92.41,4.96
Manipur,21636,218,18334,2020-11-15,3084,1.01,84.73,14.25
Meghalaya,10632,100,9518,2020-11-15,1014,0.94,89.51,9.54
Mizoram,3393,4,2820,2020-11-15,569,0.12,83.09,16.76
Nagaland,9750,52,8891,2020-11-15,807,0.53,91.18,8.28
Odisha,307906,1510,296516,2020-11-15,9880,0.49,96.3,3.21
Puducherry,36299,608,34637,2020-11-15,1054,1.67,95.42,2.9
Punjab***,140605,4428,130406,2020-11-15,5771,3.15,92.75,4.1
Rajasthan,223633,2056,203524,2020-11-15,18053,0.92,91.01,8.07
Sikkim,4456,87,4073,2020-11-15,296,1.95,91.38,6.64
Tamil Nadu,756372,11466,727752,2020-11-15,17154,1.52,96.22,2.27
Telengana,257374,1404,240545,2020-11-15,15425,0.55,93.46,5.99
Tripura,31945,362,30478,2020-11-15,1105,1.13,95.4,3.46
Uttarakhand,68002,1102,62483,2020-11-15,4417,1.62,91.88,6.5
Uttar Pradesh,509903,7354,479182,2020-11-15,23367,1.44,93.97,4.58
West Bengal,428498,7610,390096,2020-11-15,30792,1.78,91.04,7.19
Andaman and Nicobar Islands,4536,61,4330,2020-11-16,145,1.34,95.44,3.2
Andhra Pradesh,854011,6868,828484,2020-11-16,18659,0.8,97.01,2.18
Arunachal Pradesh,15812,48,14500,2020-11-16,1264,0.3,91.7,7.99
Assam,210268,963,205639,2020-11-16,3666,0.46,97.8,1.74
Bihar,225901,1184,219263,2020-11-16,5454,0.52,97.06,2.41
Chandigarh,15804,248,14468,2020-11-16,1088,1.57,91.54,6.88
Chhattisgarh,210534,2578,188869,2020-11-16,19087,1.22,89.71,9.07
Dadar Nagar Haveli,3291,2,3267,2020-11-16,22,0.06,99.24,0.67
Delhi,485405,7614,437801,2020-11-16,39990,1.57,90.19,8.24
Goa,45903,662,43656,2020-11-16,1585,1.44,95.1,3.45
Gujarat,188310,3803,171932,2020-11-16,12575,2.02,91.3,6.68
Haryana,199874,2019,178298,2020-11-16,19557,1.01,89.2,9.78
Himachal Pradesh,29713,442,22392,2020-11-16,6879,1.49,75.36,23.15
Jammu and Kashmir,102619,1589,95342,2020-11-16,5688,1.55,92.91,5.54
Jharkhand,106064,924,102188,2020-11-16,2952,0.87,96.34,2.78
Karnataka,861647,11529,822953,2020-11-16,27165,1.34,95.51,3.15
Kerala,524998,1869,448207,2020-11-16,74922,0.36,85.37,14.27
Ladakh,7396,89,6385,2020-11-16,922,1.2,86.32,12.46
Lakshadweep,0,0,0,2020-11-16,0,0.0,0.0,0.0
Madhya Pradesh,183927,3090,171691,2020-11-16,9146,1.68,93.35,4.97
Maharashtra,1747242,45974,1615379,2020-11-16,85889,2.63,92.45,4.92
Manipur,21871,221,18593,2020-11-16,3057,1.01,85.01,13.98
Meghalaya,10665,100,9594,2020-11-16,971,0.94,89.95,9.1
Mizoram,3396,4,2876,2020-11-16,516,0.12,84.66,15.19
Nagaland,9885,52,8913,2020-11-16,920,0.53,90.16,9.31
Odisha,308659,1527,297862,2020-11-16,9270,0.49,96.5,3.0
Puducherry,36324,608,34732,2020-11-16,984,1.67,95.61,2.71
Punjab,141658,4458,131431,2020-11-16,5769,3.15,92.78,4.07
Rajasthan,225817,2066,205414,2020-11-16,18337,0.91,90.96,8.12
Sikkim,4498,89,4125,2020-11-16,284,1.98,91.69,6.31
Tamil Nadu,758191,11478,730272,2020-11-16,16441,1.51,96.32,2.17
Telengana,257876,1407,242084,2020-11-16,14385,0.55,93.88,5.58
Tripura,31962,364,30555,2020-11-16,1043,1.14,95.59,3.26
Uttarakhand,68215,1107,62543,2020-11-16,4565,1.62,91.68,6.69
Uttar Pradesh,511304,7372,480965,2020-11-16,22967,1.44,94.07,4.49
West Bengal,431551,7661,394576,2020-11-16,29314,1.78,91.43,6.79
Andaman and Nicobar Islands,4557,61,4346,2020-11-17,150,1.34,95.35,3.29
Andhra Pradesh,854764,6881,829991,2020-11-17,17892,0.81,97.1,2.09
Arunachal Pradesh,15868,48,14588,2020-11-17,1232,0.3,91.93,7.76
Assam,210454,964,206044,2020-11-17,3446,0.46,97.9,1.64
Bihar,226417,1189,220007,2020-11-17,5221,0.53,97.17,2.31
Chandigarh,15886,250,14584,2020-11-17,1052,1.57,91.8,6.62
Chhattisgarh,211644,2604,190463,2020-11-17,18577,1.23,89.99,8.78
Dadar Nagar Haveli,3294,2,3273,2020-11-17,19,0.06,99.33,0.58
Delhi,489202,7713,441361,2020-11-17,40128,1.58,90.22,8.2
Goa,46028,663,43941,2020-11-17,1424,1.44,95.46,3.09
Gujarat,189236,3808,172972,2020-11-17,12456,2.01,91.4,6.58
Haryana,202027,2038,180647,2020-11-17,19342,1.01,89.42,9.57
Himachal Pradesh,30156,450,22931,2020-11-17,6775,1.49,76.04,22.47
Jammu and Kashmir,103009,1597,95824,2020-11-17,5588,1.55,93.02,5.42
Jharkhand,106230,928,102548,2020-11-17,2754,0.87,96.53,2.59
Karnataka,862804,11541,825141,2020-11-17,26122,1.34,95.63,3.03
Kerala,527708,1888,454774,2020-11-17,71046,0.36,86.18,13.46
Ladakh,7493,93,6456,2020-11-17,944,1.24,86.15,12.6
Lakshadweep,0,0,0,2020-11-17,0,0.0,0.0,0.0
Madhya Pradesh,184524,3092,172436,2020-11-17,8996,1.68,93.45,4.88
Maharashtra,1749777,46034,1618380,2020-11-17,85363,2.63,92.49,4.88
Manipur,22049,224,18832,2020-11-17,2993,1.02,85.41,13.57
Meghalaya,10706,101,9672,2020-11-17,933,0.94,90.33,8.71
Mizoram,3444,5,2915,2020-11-17,524,0.15,84.62,15.21
Nagaland,10025,53,8959,2020-11-17,1013,0.53,89.36,10.1
Odisha,309408,1543,299159,2020-11-17,8706,0.5,96.69,2.81
Puducherry,36337,608,34827,2020-11-17,902,1.67,95.84,2.48
Punjab,142082,4480,132001,2020-11-17,5601,3.15,92.9,3.94
Rajasthan,227986,2078,207224,2020-11-17,18684,0.91,90.89,8.2
Sikkim,4521,91,4137,2020-11-17,293,2.01,91.49,6.48
Tamil Nadu,759916,11495,732656,2020-11-17,15765,1.51,96.41,2.07
Telengana,258828,1410,243686,2020-11-17,13732,0.54,94.15,5.31
Tripura,32039,364,30631,2020-11-17,1044,1.14,95.6,3.26
Uttarakhand,68458,1116,63158,2020-11-17,4184,1.63,92.26,6.11
Uttar Pradesh,512850,7393,482854,2020-11-17,22603,1.44,94.15,4.41
West Bengal,434563,7714,398952,2020-11-17,27897,1.78,91.81,6.42
Andaman and Nicobar Islands,4574,61,4363,2020-11-18,150,1.33,95.37,3.28
Andhra Pradesh,856159,6890,832284,2020-11-18,16985,0.8,97.21,1.98
Arunachal Pradesh,15904,48,14644,2020-11-18,1212,0.3,92.07,7.62
Assam,210696,966,206401,2020-11-18,3329,0.46,97.96,1.58
Bihar,227018,1194,220668,2020-11-18,5156,0.53,97.2,2.27
Chandigarh,16022,252,14744,2020-11-18,1026,1.57,92.02,6.4
Chhattisgarh,213365,2623,192181,2020-11-18,18561,1.23,90.07,8.7
Dadar Nagar Haveli,3297,2,3274,2020-11-18,21,0.06,99.27,0.64
Delhi,495598,7812,445782,2020-11-18,42004,1.58,89.95,8.48
Goa,46182,667,44132,2020-11-18,1383,1.44,95.56,2.99
Gujarat,190361,3815,174088,2020-11-18,12458,2.0,91.45,6.54
Haryana,204477,2063,183261,2020-11-18,19153,1.01,89.62,9.37
Himachal Pradesh,30740,462,23506,2020-11-18,6772,1.5,76.46,22.03
Jammu and Kashmir,103581,1604,96392,2020-11-18,5585,1.55,93.06,5.39
Jharkhand,106491,931,102891,2020-11-18,2669,0.87,96.62,2.51
Karnataka,864140,11557,827241,2020-11-18,25342,1.34,95.73,2.93
Kerala,533500,1915,461394,2020-11-18,70191,0.36,86.48,13.16
Ladakh,7563,94,6539,2020-11-18,930,1.24,86.45,12.3
Lakshadweep,0,0,0,2020-11-18,0,0.0,0.0,0.0
Madhya Pradesh,185446,3102,173284,2020-11-18,9060,1.67,93.44,4.89
Maharashtra,1752509,46102,1623503,2020-11-18,82904,2.63,92.64,4.73
Manipur,22208,225,19065,2020-11-18,2918,1.01,85.84,13.14
Meghalaya,10791,102,9955,2020-11-18,734,0.95,92.24,6.8
Mizoram,3481,5,2972,2020-11-18,504,0.14,85.35,14.47
Nagaland,10188,53,8997,2020-11-18,1138,0.52,88.3,11.17
Odisha,310052,1560,300474,2020-11-18,8018,0.5,96.91,2.59
Puducherry,36409,608,34958,2020-11-18,843,1.67,96.01,2.32
Punjab,142597,4510,132266,2020-11-18,5821,3.16,92.75,4.08
Rajasthan,230180,2089,209058,2020-11-18,19033,0.91,90.82,8.27
Sikkim,4548,92,4144,2020-11-18,312,2.02,91.1,6.86
Tamil Nadu,761568,11513,734970,2020-11-18,15085,1.51,96.51,1.98
Telengana,259776,1415,245293,2020-11-18,13068,0.54,94.42,5.03
Tripura,32112,364,30750,2020-11-18,998,1.13,95.76,3.11
Uttarakhand,68887,1119,63603,2020-11-18,4165,1.62,92.33,6.05
Uttar Pradesh,514270,7412,484692,2020-11-18,22166,1.44,94.25,4.31
West Bengal,438217,7766,403340,2020-11-18,27111,1.77,92.04,6.19
Andaman and Nicobar Islands,4593,61,4378,2020-11-19,154,1.33,95.3,3.35
Andhra Pradesh,857395,6899,833980,2020-11-19,16516,0.8,97.27,1.93
Arunachal Pradesh,15945,48,14715,2020-11-19,1182,0.3,92.28,7.41
Assam,210865,969,206611,2020-11-19,3285,0.46,97.98,1.56
Bihar,227822,1201,221272,2020-11-19,5349,0.53,97.12,2.35
Chandigarh,16167,253,14833,2020-11-19,1081,1.56,91.74,6.69
Chhattisgarh,215413,2646,193997,2020-11-19,18770,1.23,90.06,8.71
Dadar Nagar Haveli,3305,2,3274,2020-11-19,29,0.06,99.03,0.88
Delhi,503084,7943,452683,2020-11-19,42458,1.58,89.98,8.44
Goa,46344,670,44310,2020-11-19,1364,1.45,95.61,2.94
Gujarat,191642,3823,175362,2020-11-19,12457,1.99,91.5,6.5
Haryana,207039,2093,185403,2020-11-19,19543,1.01,89.55,9.44
Himachal Pradesh,31401,475,24025,2020-11-19,6901,1.51,76.51,21.98
Jammu and Kashmir,104155,1613,96972,2020-11-19,5570,1.55,93.1,5.35
Jharkhand,106742,934,103171,2020-11-19,2637,0.87,96.65,2.47
Karnataka,865931,11578,829188,2020-11-19,25165,1.34,95.76,2.91
Kerala,539919,1943,468460,2020-11-19,69516,0.36,86.76,12.88
Ladakh,7623,94,6605,2020-11-19,924,1.23,86.63,12.12
Lakshadweep,0,0,0,2020-11-19,0,0.0,0.0,0.0
Madhya Pradesh,186655,3115,174202,2020-11-19,9338,1.67,93.33,5.0
Maharashtra,1757520,46202,1630111,2020-11-19,81207,2.63,92.75,4.62
Manipur,22318,231,19259,2020-11-19,2828,1.03,86.29,12.67
Meghalaya,10870,103,10014,2020-11-19,753,0.95,92.12,6.93
Mizoram,3513,5,3021,2020-11-19,487,0.14,85.97,13.86
Nagaland,10366,54,9057,2020-11-19,1255,0.52,87.36,12.11
Odisha,310920,1575,301777,2020-11-19,7568,0.51,97.06,2.43
Puducherry,36465,608,35152,2020-11-19,705,1.67,96.4,1.93
Punjab,143395,4541,132917,2020-11-19,5937,3.17,92.69,4.14
Rajasthan,232358,2101,210779,2020-11-19,19478,0.9,90.71,8.38
Sikkim,4577,95,4182,2020-11-19,300,2.08,91.35,6.55
Tamil Nadu,763282,11531,737281,2020-11-19,14470,1.51,96.59,1.9
Telengana,260834,1419,246733,2020-11-19,12682,0.54,94.59,4.86
Tripura,32217,364,30856,2020-11-19,997,1.13,95.77,3.09
Uttarakhand,69307,1128,64032,2020-11-19,4147,1.63,92.39,5.98
Uttar Pradesh,516616,7441,487221,2020-11-19,21954,1.44,94.31,4.25
West Bengal,441885,7820,407769,2020-11-19,26296,1.77,92.28,5.95
Andaman and Nicobar Islands,4604,61,4398,2020-11-20,145,1.32,95.5,3.15
Andhra Pradesh,858711,6910,835801,2020-11-20,16000,0.8,97.33,1.86
Arunachal Pradesh,15976,49,14800,2020-11-20,1127,0.31,92.63,7.05
Assam,211040,969,206878,2020-11-20,3193,0.46,98.03,1.51
Bihar,228511,1209,221924,2020-11-20,5378,0.53,97.12,2.35
Chandigarh,16322,254,14963,2020-11-20,1105,1.56,91.67,6.77
Chhattisgarh,217562,2672,195469,2020-11-20,19421,1.23,89.84,8.93
Dadar Nagar Haveli,3307,2,3274,2020-11-20,31,0.06,98.97,0.94
Delhi,510630,8041,459368,2020-11-20,43221,1.57,89.96,8.46
Goa,46480,670,44467,2020-11-20,1343,1.44,95.67,2.89
Gujarat,192982,3830,176475,2020-11-20,12677,1.98,91.45,6.57
Haryana,209251,2113,187559,2020-11-20,19579,1.01,89.63,9.36
Himachal Pradesh,32197,488,24729,2020-11-20,6980,1.52,76.8,21.68
Jammu and Kashmir,104715,1618,97537,2020-11-20,5560,1.55,93.14,5.31
Jharkhand,106972,937,103435,2020-11-20,2600,0.88,96.69,2.43
Karnataka,867780,11604,830988,2020-11-20,25188,1.34,95.76,2.9
Kerala,545641,1969,475320,2020-11-20,68352,0.36,87.11,12.53
Ladakh,7714,95,6619,2020-11-20,1000,1.23,85.79,12.96
Lakshadweep,0,0,0,2020-11-20,0,0.0,0.0,0.0
Madhya Pradesh,188018,3129,175089,2020-11-20,9800,1.66,93.12,5.21
Maharashtra,1763055,46356,1635971,2020-11-20,80728,2.63,92.79,4.58
Manipur,22548,231,19431,2020-11-20,2886,1.02,86.17,12.8
Meghalaya,10979,104,10074,2020-11-20,801,0.95,91.75,7.3
Mizoram,3541,5,3025,2020-11-20,511,0.14,85.4,14.43
Nagaland,10460,54,9110,2020-11-20,1296,0.52,87.09,12.39
Odisha,311788,1592,302796,2020-11-20,7400,0.51,97.12,2.37
Puducherry,36533,609,35254,2020-11-20,670,1.67,96.5,1.83
Punjab,144177,4556,133427,2020-11-20,6194,3.16,92.54,4.3
Rajasthan,234907,2116,212623,2020-11-20,20168,0.9,90.51,8.59
Sikkim,4609,95,4218,2020-11-20,296,2.06,91.5,6.42
Tamil Nadu,764989,11550,739532,2020-11-20,13907,1.51,96.67,1.82
Telengana,261728,1423,247790,2020-11-20,12515,0.54,94.67,4.78
Tripura,32292,365,30968,2020-11-20,959,1.13,95.9,2.97
Uttarakhand,69693,1133,64427,2020-11-20,4133,1.63,92.44,5.93
Uttar Pradesh,519148,7480,488911,2020-11-20,22757,1.44,94.18,4.38
West Bengal,445505,7873,411759,2020-11-20,25873,1.77,92.43,5.81
Andaman and Nicobar Islands,4617,61,4408,2020-11-21,148,1.32,95.45,3.2
Andhra Pradesh,859932,6920,837630,2020-11-21,15382,0.8,97.41,1.79
Arunachal Pradesh,16001,49,14870,2020-11-21,1082,0.31,92.93,6.76
Assam,211204,971,207029,2020-11-21,3204,0.46,98.02,1.52
Bihar,228886,1212,222420,2020-11-21,5254,0.53,97.17,2.3
Chandigarh,16472,255,15096,2020-11-21,1121,1.55,91.64,6.81
Chhattisgarh,219404,2691,196896,2020-11-21,19817,1.23,89.74,9.03
Dadar Nagar Haveli,3316,2,3275,2020-11-21,39,0.06,98.73,1.18
Delhi,517238,8159,468143,2020-11-21,40936,1.58,90.51,7.91
Goa,46632,672,44665,2020-11-21,1295,1.44,95.78,2.78
Gujarat,194402,3837,177515,2020-11-21,13050,1.97,91.31,6.71
Haryana,212355,2138,190067,2020-11-21,20150,1.01,89.5,9.49
Himachal Pradesh,32785,500,25455,2020-11-21,6830,1.53,77.64,20.83
Jammu and Kashmir,105376,1622,98076,2020-11-21,5678,1.54,93.07,5.39
Jharkhand,107157,939,103624,2020-11-21,2594,0.88,96.7,2.42
Karnataka,869561,11621,833169,2020-11-21,24771,1.34,95.81,2.85
Kerala,551669,1997,481718,2020-11-21,67954,0.36,87.32,12.32
Ladakh,7787,96,6743,2020-11-21,948,1.23,86.58,12.17
Lakshadweep,0,0,0,2020-11-21,0,0.0,0.0,0.0
Madhya Pradesh,189546,3138,176006,2020-11-21,10402,1.66,92.86,5.49
Maharashtra,1768695,46511,1642916,2020-11-21,79268,2.63,92.89,4.48
Manipur,22748,232,19620,2020-11-21,2896,1.02,86.25,12.73
Meghalaya,11152,106,10158,2020-11-21,888,0.95,91.08,7.96
Mizoram,3607,5,3111,2020-11-21,491,0.14,86.23,13.61
Nagaland,10608,56,9208,2020-11-21,1344,0.53,86.79,12.67
Odisha,312545,1608,303897,2020-11-21,7040,0.51,97.23,2.25
Puducherry,36585,609,35355,2020-11-21,621,1.66,96.64,1.7
Punjab,144995,4572,133919,2020-11-21,6504,3.15,92.36,4.49
Rajasthan,237669,2130,214616,2020-11-21,20923,0.9,90.3,8.8
Sikkim,4632,96,4271,2020-11-21,265,2.07,92.19,5.72
Tamil Nadu,766677,11568,741705,2020-11-21,13404,1.51,96.74,1.75
Telengana,262653,1426,249157,2020-11-21,12070,0.54,94.86,4.6
Tripura,32367,366,31084,2020-11-21,917,1.13,96.03,2.83
Uttarakhand,70205,1138,65562,2020-11-21,3505,1.62,93.39,4.99
Uttar Pradesh,521988,7500,491131,2020-11-21,23357,1.44,94.09,4.47
West Bengal,449131,7923,415609,2020-11-21,25599,1.76,92.54,5.7
Andaman and Nicobar Islands,4631,61,4428,2020-11-22,142,1.32,95.6,3.07
Andhra Pradesh,861092,6927,839395,2020-11-22,14770,0.8,97.48,1.72
Arunachal Pradesh,16037,49,14937,2020-11-22,1051,0.31,93.14,6.55
Assam,211427,973,207222,2020-11-22,3232,0.46,98.01,1.53
Bihar,229177,1216,222879,2020-11-22,5082,0.53,97.25,2.22
Chandigarh,16591,258,15198,2020-11-22,1135,1.55,91.6,6.84
Chhattisgarh,221688,2713,198316,2020-11-22,20659,1.22,89.46,9.32
Dadar Nagar Haveli,3317,2,3276,2020-11-22,39,0.06,98.73,1.18
Delhi,523117,8270,475106,2020-11-22,39741,1.58,90.82,7.6
Goa,46748,675,44812,2020-11-22,1261,1.44,95.86,2.7
Gujarat,195917,3846,178786,2020-11-22,13285,1.96,91.26,6.78
Haryana,215021,2163,192533,2020-11-22,20325,1.01,89.54,9.45
Himachal Pradesh,33700,518,26112,2020-11-22,7070,1.54,77.48,20.98
Jammu and Kashmir,105984,1624,98640,2020-11-22,5720,1.53,93.07,5.4
Jharkhand,107332,945,103957,2020-11-22,2430,0.88,96.85,2.26
Karnataka,871342,11641,834968,2020-11-22,24733,1.34,95.83,2.84
Kerala,557441,2022,488437,2020-11-22,66982,0.36,87.62,12.02
Ladakh,7866,98,6856,2020-11-22,912,1.25,87.15,11.59
Lakshadweep,0,0,0,2020-11-22,0,0.0,0.0,0.0
Madhya Pradesh,191246,3149,176905,2020-11-22,11192,1.65,92.5,5.85
Maharashtra,1774455,46573,1647004,2020-11-22,80878,2.62,92.82,4.56
Manipur,23018,233,19813,2020-11-22,2972,1.01,86.07,12.91
Meghalaya,11269,108,10236,2020-11-22,925,0.96,90.83,8.21
Mizoram,3647,5,3157,2020-11-22,485,0.14,86.54,13.29
Nagaland,10674,57,9242,2020-11-22,1375,0.53,86.58,12.88
Odisha,313323,1625,304908,2020-11-22,6790,0.52,97.31,2.17
Puducherry,36648,609,35437,2020-11-22,602,1.66,96.69,1.64
Punjab,145667,4595,134511,2020-11-22,6561,3.15,92.34,4.5
Rajasthan,240676,2146,216579,2020-11-22,21951,0.89,89.99,9.12
Sikkim,4691,98,4304,2020-11-22,289,2.09,91.73,6.16
Tamil Nadu,768340,11586,743838,2020-11-22,12916,1.51,96.81,1.68
Telengana,263526,1430,250453,2020-11-22,11643,0.54,95.04,4.42
Tripura,32415,366,31179,2020-11-22,870,1.13,96.18,2.68
Uttarakhand,70790,1146,65562,2020-11-22,4082,1.62,92.61,5.77
Uttar Pradesh,524223,7524,493228,2020-11-22,23471,1.44,94.09,4.48
West Bengal,452770,7976,419403,2020-11-22,25391,1.76,92.63,5.61
Andaman and Nicobar Islands,4641,61,4440,2020-11-23,140,1.31,95.65,3.02
Andhra Pradesh,862213,6938,841026,2020-11-23,14249,0.8,97.54,1.65
Arunachal Pradesh,16061,49,14972,2020-11-23,1040,0.31,93.21,6.47
Assam,211513,974,207397,2020-11-23,3142,0.46,98.05,1.49
Bihar,229544,1221,223484,2020-11-23,4839,0.53,97.36,2.11
Chandigarh,16671,260,15317,2020-11-23,1094,1.56,91.87,6.56
Chhattisgarh,223436,2732,199311,2020-11-23,21393,1.22,89.2,9.57
Dadar Nagar Haveli,3321,2,3280,2020-11-23,39,0.06,98.74,1.17
Delhi,529863,8391,481260,2020-11-23,40212,1.58,90.83,7.59
Goa,46826,677,44979,2020-11-23,1170,1.45,96.05,2.5
Gujarat,197412,3859,179953,2020-11-23,13600,1.95,91.16,6.89
Haryana,217300,2188,194768,2020-11-23,20344,1.01,89.63,9.36
Himachal Pradesh,34327,537,26756,2020-11-23,7034,1.56,77.94,20.49
Jammu and Kashmir,106548,1629,99219,2020-11-23,5700,1.53,93.12,5.35
Jharkhand,107469,951,104229,2020-11-23,2289,0.88,96.98,2.13
Karnataka,873046,11654,836505,2020-11-23,24887,1.33,95.81,2.85
Kerala,562695,2049,494664,2020-11-23,65982,0.36,87.91,11.73
Ladakh,7939,100,6911,2020-11-23,928,1.26,87.04,11.69
Lakshadweep,0,0,0,2020-11-23,0,0.0,0.0,0.0
Madhya Pradesh,193044,3162,178117,2020-11-23,11765,1.64,92.27,6.09
Maharashtra,1780208,46623,1651064,2020-11-23,82521,2.62,92.75,4.64
Manipur,23400,236,20018,2020-11-23,3146,1.01,85.54,13.44
Meghalaya,11339,110,10335,2020-11-23,894,0.97,91.14,7.88
Mizoram,3660,5,3192,2020-11-23,463,0.14,87.19,12.65
Nagaland,10777,59,9308,2020-11-23,1410,0.55,86.36,13.08
Odisha,313961,1640,305813,2020-11-23,6508,0.52,97.4,2.07
Puducherry,36693,609,35525,2020-11-23,559,1.66,96.81,1.52
Punjab,146346,4614,135008,2020-11-23,6724,3.15,92.25,4.59
Rajasthan,243936,2163,218583,2020-11-23,23190,0.89,89.61,9.51
Sikkim,4722,99,4345,2020-11-23,278,2.1,92.0,5.89
Tamil Nadu,769995,11605,745848,2020-11-23,12542,1.51,96.86,1.63
Telengana,264128,1433,251468,2020-11-23,11227,0.54,95.21,4.25
Tripura,32434,369,31269,2020-11-23,796,1.14,96.41,2.45
Uttarakhand,71256,1155,65733,2020-11-23,4368,1.62,92.25,6.13
Uttar Pradesh,526780,7559,495415,2020-11-23,23806,1.43,94.05,4.52
West Bengal,456361,8025,423129,2020-11-23,25207,1.76,92.72,5.52
Andaman and Nicobar Islands,4656,61,4453,2020-11-24,142,1.31,95.62,3.05
Andhra Pradesh,862758,6948,842416,2020-11-24,13394,0.81,97.64,1.55
Arunachal Pradesh,16092,49,15036,2020-11-24,1007,0.3,93.43,6.26
Assam,211682,975,207528,2020-11-24,3179,0.46,98.04,1.5
Bihar,230094,1227,224073,2020-11-24,4794,0.53,97.38,2.08
Chandigarh,16769,263,15389,2020-11-24,1117,1.57,91.77,6.66
Chhattisgarh,225497,2746,200825,2020-11-24,21926,1.22,89.06,9.72
Dadar Nagar Haveli,3325,2,3283,2020-11-24,40,0.06,98.71,1.2
Delhi,534317,8512,488476,2020-11-24,37329,1.59,91.42,6.99
Goa,46901,677,45083,2020-11-24,1141,1.44,96.12,2.43
Gujarat,198899,3876,181187,2020-11-24,13836,1.95,91.09,6.96
Haryana,219963,2216,197335,2020-11-24,20412,1.01,89.71,9.28
Himachal Pradesh,34781,560,27541,2020-11-24,6680,1.61,79.18,19.21
Jammu and Kashmir,106899,1641,99827,2020-11-24,5431,1.54,93.38,5.08
Jharkhand,107688,953,104533,2020-11-24,2202,0.88,97.07,2.04
Karnataka,874555,11678,838150,2020-11-24,24727,1.34,95.84,2.83
Kerala,566452,2071,500089,2020-11-24,64292,0.37,88.28,11.35
Ladakh,7945,101,6985,2020-11-24,859,1.27,87.91,10.81
Lakshadweep,0,0,0,2020-11-24,0,0.0,0.0,0.0
Madhya Pradesh,194745,3172,179237,2020-11-24,12336,1.63,92.04,6.33
Maharashtra,1784361,46653,1654793,2020-11-24,82915,2.61,92.74,4.65
Manipur,23650,238,20374,2020-11-24,3038,1.01,86.14,12.85
Meghalaya,11397,110,10392,2020-11-24,895,0.97,91.17,7.85
Mizoram,3710,5,3203,2020-11-24,502,0.13,86.31,13.53
Nagaland,10852,61,9347,2020-11-24,1444,0.56,86.12,13.31
Odisha,314629,1657,306726,2020-11-24,6246,0.53,97.49,1.99
Puducherry,36718,609,35582,2020-11-24,527,1.66,96.9,1.44
Punjab,147057,4631,135739,2020-11-24,6687,3.15,92.3,4.55
Rajasthan,247168,2181,220871,2020-11-24,24116,0.88,89.36,9.76
Sikkim,4736,100,4406,2020-11-24,230,2.11,93.01,4.86
Tamil Nadu,771619,11622,747752,2020-11-24,12245,1.51,96.91,1.59
Telengana,265049,1437,252565,2020-11-24,11047,0.54,95.29,4.17
Tripura,32493,370,31296,2020-11-24,827,1.14,96.31,2.55
